ダウンロードした時刻：2024/07/10 15:58:43

,那覇,那覇,那覇
1996/3/9,曇,8,1
1996/3/10,曇後雨,8,1
1996/3/11,曇,8,1
1996/3/12,曇,8,1
1996/3/13,晴時々曇,8,1
1996/3/14,曇一時晴,8,1
1996/3/15,晴時々曇一時雨,8,1
1996/3/16,晴時々曇,8,1
1996/3/17,曇一時雨、雷を伴う,8,1
1996/3/18,曇時々雨,8,1
1996/3/19,曇時々雨,8,1
1996/3/20,大雨後晴、雷を伴う,8,1
1996/3/21,大雨一時曇、雷を伴う,8,1
1996/3/22,曇時々雨,8,1
1996/3/23,雨時々曇、雷を伴う,8,1
1996/3/24,曇一時雨,8,1
1996/3/25,曇時々雨,8,1
1996/3/26,晴時々曇,8,1
1996/3/27,晴後曇一時雨,8,1
1996/3/28,晴一時雨,8,1
1996/3/29,曇一時晴,8,1
1996/3/30,曇,8,1
1996/3/31,雨一時曇,8,1
1996/4/1,雨一時曇,8,1
1996/4/2,曇一時雨,8,1
1996/4/3,曇時々雨,8,1
1996/4/4,曇一時雨,8,1
1996/4/5,晴,8,1
1996/4/6,曇,8,1
1996/4/7,晴時々曇一時雨,8,1
1996/4/8,曇一時雨,8,1
1996/4/9,曇一時晴,8,1
1996/4/10,雨,8,1
1996/4/11,曇,8,1
1996/4/12,晴一時曇,8,1
1996/4/13,雨時々曇,8,1
1996/4/14,雨一時曇,8,1
1996/4/15,晴一時曇,8,1
1996/4/16,曇一時雨,8,1
1996/4/17,晴,8,1
1996/4/18,晴時々曇一時雨,8,1
1996/4/19,大雨時々曇、雷を伴う,8,1
1996/4/20,雨,8,1
1996/4/21,曇後晴,8,1
1996/4/22,曇,8,1
1996/4/23,雨時々晴一時曇,8,1
1996/4/24,晴,8,1
1996/4/25,晴,8,1
1996/4/26,晴,8,1
1996/4/27,晴,8,1
1996/4/28,曇一時晴,8,1
1996/4/29,曇,8,1
1996/4/30,曇,8,1
1996/5/1,曇時々雨,8,1
1996/5/2,曇一時晴,8,1
1996/5/3,晴一時曇,8,1
1996/5/4,曇一時雨,8,1
1996/5/5,曇一時雨,8,1
1996/5/6,晴,8,1
1996/5/7,曇一時雨,8,1
1996/5/8,曇時々雨一時晴,8,1
1996/5/9,曇一時晴,8,1
1996/5/10,曇,8,1
1996/5/11,曇一時雨,8,1
1996/5/12,曇時々雨,8,1
1996/5/13,晴,8,1
1996/5/14,晴,8,1
1996/5/15,曇,8,1
1996/5/16,雨時々曇,8,1
1996/5/17,曇時々雨,8,1
1996/5/18,晴一時曇,8,1
1996/5/19,晴,8,1
1996/5/20,晴,8,1
1996/5/21,雨,8,1
1996/5/22,曇時々雨,8,1
1996/5/23,雨,8,1
1996/5/24,雨後曇一時晴,8,1
1996/5/25,晴,8,1
1996/5/26,曇一時晴,8,1
1996/5/27,雨一時曇,8,1
1996/5/28,大雨時々曇,8,1
1996/5/29,曇時々雨,8,1
1996/5/30,雨一時曇,8,1
1996/5/31,曇後雨,8,1
1996/6/1,雨,8,1
1996/6/2,曇時々雨,8,1
1996/6/3,曇一時雨,8,1
1996/6/4,曇,8,1
1996/6/5,晴時々曇,8,1
1996/6/6,曇時々雨,8,1
1996/6/7,曇一時晴,8,1
1996/6/8,曇一時雨,8,1
1996/6/9,曇時々雨一時晴,8,1
1996/6/10,晴,8,1
1996/6/11,晴,8,1
1996/6/12,晴,8,1
1996/6/13,晴,8,1
1996/6/14,晴,8,1
1996/6/15,晴,8,1
1996/6/16,薄曇,8,1
1996/6/17,曇一時晴,8,1
1996/6/18,曇一時雨,8,1
1996/6/19,晴,8,1
1996/6/20,晴後曇,8,1
1996/6/21,曇時々晴,8,1
1996/6/22,雨時々曇、雷を伴う,8,1
1996/6/23,曇時々晴,8,1
1996/6/24,晴,8,1
1996/6/25,晴,8,1
1996/6/26,晴,8,1
1996/6/27,晴,8,1
1996/6/28,晴,8,1
1996/6/29,晴,8,1
1996/6/30,晴,8,1
1996/7/1,薄曇一時晴,8,1
1996/7/2,薄曇,8,1
1996/7/3,薄曇,8,1
1996/7/4,晴一時薄曇,8,1
1996/7/5,晴時々曇,8,1
1996/7/6,晴,8,1
1996/7/7,晴時々曇,8,1
1996/7/8,曇一時晴,8,1
1996/7/9,晴,8,1
1996/7/10,晴,8,1
1996/7/11,晴,8,1
1996/7/12,晴,8,1
1996/7/13,晴,8,1
1996/7/14,晴,8,1
1996/7/15,晴一時曇,8,1
1996/7/16,曇時々晴一時雨,8,1
1996/7/17,晴,8,1
1996/7/18,曇,8,1
1996/7/19,晴時々曇一時雨、雷を伴う,8,1
1996/7/20,晴一時薄曇,8,1
1996/7/21,晴,8,1
1996/7/22,晴一時雨,8,1
1996/7/23,晴一時雨,8,1
1996/7/24,曇時々晴一時雨,8,1
1996/7/25,曇時々雨,8,1
1996/7/26,曇,8,1
1996/7/27,薄曇後一時晴,8,1
1996/7/28,晴一時曇,8,1
1996/7/29,曇一時雨,8,1
1996/7/30,雨時々曇、大風を伴う,8,1
1996/7/31,曇時々雨、大風を伴う,8,1
1996/8/1,曇一時晴,8,1
1996/8/2,晴時々曇一時雨,8,1
1996/8/3,晴,8,1
1996/8/4,晴時々曇一時雨,8,1
1996/8/5,雨時々曇一時晴,8,1
1996/8/6,曇時々雨一時晴,8,1
1996/8/7,曇時々晴,8,1
1996/8/8,晴後曇一時雨,8,1
1996/8/9,晴,8,1
1996/8/10,曇時々雨一時晴,8,1
1996/8/11,曇時々雨一時晴,8,1
1996/8/12,暴風雨,8,1
1996/8/13,暴風雨,8,1
1996/8/14,曇,8,1
1996/8/15,晴一時曇,8,1
1996/8/16,晴一時曇,8,1
1996/8/17,晴,8,1
1996/8/18,晴,8,1
1996/8/19,晴時々薄曇,8,1
1996/8/20,晴後曇一時雨,8,1
1996/8/21,晴,8,1
1996/8/22,晴時々薄曇,8,1
1996/8/23,晴,8,1
1996/8/24,晴時々曇一時雨,8,1
1996/8/25,晴,8,1
1996/8/26,晴,8,1
1996/8/27,晴,8,1
1996/8/28,晴一時雨,8,1
1996/8/29,晴,8,1
1996/8/30,晴時々雨一時曇,8,1
1996/8/31,晴一時雨,8,1
1996/9/1,晴時々曇一時雨,8,1
1996/9/2,晴,8,1
1996/9/3,晴,8,1
1996/9/4,快晴,8,1
1996/9/5,晴,8,1
1996/9/6,晴,8,1
1996/9/7,晴,8,1
1996/9/8,晴,8,1
1996/9/9,晴,8,1
1996/9/10,晴,8,1
1996/9/11,晴,8,1
1996/9/12,晴,8,1
1996/9/13,晴時々雨,8,1
1996/9/14,晴,8,1
1996/9/15,晴,8,1
1996/9/16,曇一時雨,8,1
1996/9/17,曇,8,1
1996/9/18,曇一時雨,8,1
1996/9/19,曇時々雨,8,1
1996/9/20,晴時々曇,8,1
1996/9/21,晴時々曇一時雨,8,1
1996/9/22,晴,8,1
1996/9/23,晴,8,1
1996/9/24,晴,8,1
1996/9/25,曇時々雨一時晴、雷を伴う,8,1
1996/9/26,曇,8,1
1996/9/27,雨時々曇,8,1
1996/9/28,雨時々曇、大風を伴う,8,1
1996/9/29,暴風雨,8,1
1996/9/30,雨時々曇、大風を伴う,8,1
1996/10/1,晴一時曇,8,1
1996/10/2,晴,8,1
1996/10/3,晴,8,1
1996/10/4,晴,8,1
1996/10/5,晴時々曇,8,1
1996/10/6,晴一時曇,8,1
1996/10/7,晴,8,1
1996/10/8,快晴,8,1
1996/10/9,曇,8,1
1996/10/10,晴一時曇,8,1
1996/10/11,晴,8,1
1996/10/12,雨時々曇,8,1
1996/10/13,曇,8,1
1996/10/14,曇時々雨,8,1
1996/10/15,曇後一時晴,8,1
1996/10/16,晴,8,1
1996/10/17,晴時々曇,8,1
1996/10/18,曇時々晴,8,1
1996/10/19,雨時々曇,8,1
1996/10/20,雨時々曇,8,1
1996/10/21,雨,8,1
1996/10/22,雨,8,1
1996/10/23,雨一時曇,8,1
1996/10/24,晴時々雨一時曇,8,1
1996/10/25,晴,8,1
1996/10/26,曇時々晴一時雨,8,1
1996/10/27,晴一時曇,8,1
1996/10/28,晴,8,1
1996/10/29,曇時々晴一時雨,8,1
1996/10/30,晴一時薄曇,8,1
1996/10/31,晴,8,1
1996/11/1,晴,8,1
1996/11/2,晴一時雨,8,1
1996/11/3,晴一時曇,8,1
1996/11/4,曇一時晴,8,1
1996/11/5,晴,8,1
1996/11/6,晴,8,1
1996/11/7,晴一時雨,8,1
1996/11/8,晴,8,1
1996/11/9,曇一時雨,8,1
1996/11/10,晴一時曇,8,1
1996/11/11,曇時々雨一時晴,8,1
1996/11/12,曇時々雨,8,1
1996/11/13,曇時々雨,8,1
1996/11/14,曇時々雨,8,1
1996/11/15,雨一時曇,8,1
1996/11/16,曇時々晴一時雨,8,1
1996/11/17,曇時々雨,8,1
1996/11/18,曇一時雨後晴,8,1
1996/11/19,晴時々曇,8,1
1996/11/20,曇一時雨,8,1
1996/11/21,曇時々晴,8,1
1996/11/22,曇,8,1
1996/11/23,曇一時雨,8,1
1996/11/24,曇時々雨一時晴,8,1
1996/11/25,晴一時曇,8,1
1996/11/26,晴,8,1
1996/11/27,曇時々晴,8,1
1996/11/28,晴,8,1
1996/11/29,晴後一時雨,8,1
1996/11/30,曇時々晴一時雨,8,1
1996/12/1,曇一時雨,8,1
1996/12/2,晴後曇,8,1
1996/12/3,晴時々曇一時雨,8,1
1996/12/4,晴時々曇,8,1
1996/12/5,曇一時雨,8,1
1996/12/6,曇一時晴,8,1
1996/12/7,曇一時晴,8,1
1996/12/8,曇後晴,8,1
1996/12/9,晴後曇,8,1
1996/12/10,曇時々雨,8,1
1996/12/11,曇一時雨,8,1
1996/12/12,晴一時曇,8,1
1996/12/13,雨,8,1
1996/12/14,晴一時雨,8,1
1996/12/15,晴,8,1
1996/12/16,晴一時雨,8,1
1996/12/17,晴,8,1
1996/12/18,晴,8,1
1996/12/19,晴時々曇,8,1
1996/12/20,晴,8,1
1996/12/21,晴,8,1
1996/12/22,晴,8,1
1996/12/23,晴一時曇,8,1
1996/12/24,晴,8,1
1996/12/25,晴,8,1
1996/12/26,晴,8,1
1996/12/27,晴一時曇,8,1
1996/12/28,晴,8,1
1996/12/29,晴一時曇,8,1
1996/12/30,晴時々曇,8,1
1996/12/31,晴,8,1
1997/1/1,晴時々曇一時雨,8,1
1997/1/2,晴時々曇,8,1
1997/1/3,晴一時曇,8,1
1997/1/4,曇時々雨,8,1
1997/1/5,雨,8,1
1997/1/6,曇一時晴,8,1
1997/1/7,曇時々雨,8,1
1997/1/8,曇時々雨,8,1
1997/1/9,晴一時曇,8,1
1997/1/10,晴時々雨,8,1
1997/1/11,晴一時曇,8,1
1997/1/12,晴時々曇,8,1
1997/1/13,快晴,8,1
1997/1/14,晴,8,1
1997/1/15,曇一時晴,8,1
1997/1/16,雨一時曇,8,1
1997/1/17,晴,8,1
1997/1/18,曇時々晴一時雨,8,1
1997/1/19,曇,8,1
1997/1/20,雨時々曇,8,1
1997/1/21,曇時々晴一時雨,8,1
1997/1/22,曇,8,1
1997/1/23,曇時々晴,8,1
1997/1/24,雨時々曇,8,1
1997/1/25,曇一時雨,8,1
1997/1/26,晴後曇一時雨,8,1
1997/1/27,曇,8,1
1997/1/28,晴一時曇,8,1
1997/1/29,快晴,8,1
1997/1/30,快晴,8,1
1997/1/31,曇時々雨一時晴,8,1
1997/2/1,晴,8,1
1997/2/2,雨,8,1
1997/2/3,曇一時雨,8,1
1997/2/4,雨一時曇,8,1
1997/2/5,晴時々曇一時雨,8,1
1997/2/6,曇,8,1
1997/2/7,雨一時曇,8,1
1997/2/8,雨時々曇,8,1
1997/2/9,曇時々晴一時雨,8,1
1997/2/10,曇後時々晴,8,1
1997/2/11,雨後曇,8,1
1997/2/12,晴時々曇,8,1
1997/2/13,曇一時雨,8,1
1997/2/14,晴時々曇,8,1
1997/2/15,曇一時雨,8,1
1997/2/16,曇時々雨,8,1
1997/2/17,曇,8,1
1997/2/18,曇,8,1
1997/2/19,晴,8,1
1997/2/20,快晴,8,1
1997/2/21,晴,8,1
1997/2/22,晴後一時曇,8,1
1997/2/23,曇時々晴,8,1
1997/2/24,晴,8,1
1997/2/25,晴,8,1
1997/2/26,晴一時曇,8,1
1997/2/27,晴一時曇,8,1
1997/2/28,晴,8,1
1997/3/1,晴一時曇,8,1
1997/3/2,曇後一時雨,8,1
1997/3/3,曇後晴,8,1
1997/3/4,晴,8,1
1997/3/5,晴,8,1
1997/3/6,晴,8,1
1997/3/7,晴,8,1
1997/3/8,晴時々曇一時雨,8,1
1997/3/9,晴,8,1
1997/3/10,晴,8,1
1997/3/11,晴,8,1
1997/3/12,曇後晴,8,1
1997/3/13,晴一時曇,8,1
1997/3/14,曇後晴,8,1
1997/3/15,晴,8,1
1997/3/16,曇,8,1
1997/3/17,雨時々曇,8,1
1997/3/18,曇時々晴,8,1
1997/3/19,曇後一時雨,8,1
1997/3/20,曇時々雨一時晴、雷を伴う,8,1
1997/3/21,曇時々晴一時雨,8,1
1997/3/22,曇時々雨,8,1
1997/3/23,曇一時雨,8,1
1997/3/24,晴一時曇,8,1
1997/3/25,晴後曇,8,1
1997/3/26,雨時々曇,8,1
1997/3/27,曇時々晴,8,1
1997/3/28,晴時々曇,8,1
1997/3/29,雨時々曇,8,1
1997/3/30,晴一時曇,8,1
1997/3/31,曇一時雨,8,1
1997/4/1,曇,8,1
1997/4/2,曇,8,1
1997/4/3,晴一時曇,8,1
1997/4/4,曇一時雨,8,1
1997/4/5,曇時々雨、雷を伴う,8,1
1997/4/6,曇時々雨,8,1
1997/4/7,快晴,8,1
1997/4/8,曇時々晴,8,1
1997/4/9,雨時々曇,8,1
1997/4/10,雨時々曇,8,1
1997/4/11,曇後晴,8,1
1997/4/12,晴,8,1
1997/4/13,曇一時晴,8,1
1997/4/14,大雨時々曇,8,1
1997/4/15,曇時々雨,8,1
1997/4/16,曇時々晴,8,1
1997/4/17,晴一時雨,8,1
1997/4/18,晴後曇,8,1
1997/4/19,晴時々曇,8,1
1997/4/20,晴,8,1
1997/4/21,晴,8,1
1997/4/22,曇一時雨,8,1
1997/4/23,晴時々曇,8,1
1997/4/24,曇後時々雨,8,1
1997/4/25,晴時々曇,8,1
1997/4/26,曇一時雨,8,1
1997/4/27,曇,8,1
1997/4/28,曇一時雨,8,1
1997/4/29,曇時々晴,8,1
1997/4/30,晴時々薄曇,8,1
1997/5/1,曇一時雨,8,1
1997/5/2,曇,8,1
1997/5/3,曇後大雨、雷を伴う,8,1
1997/5/4,曇,8,1
1997/5/5,晴,8,1
1997/5/6,曇,8,1
1997/5/7,曇,8,1
1997/5/8,晴一時曇,8,1
1997/5/9,雨時々曇,8,1
1997/5/10,曇,8,1
1997/5/11,曇,8,1
1997/5/12,曇一時晴,8,1
1997/5/13,晴時々曇,8,1
1997/5/14,晴時々曇,8,1
1997/5/15,曇一時晴,8,1
1997/5/16,晴,8,1
1997/5/17,大雨後曇、雷を伴う,8,1
1997/5/18,曇時々雨一時晴,8,1
1997/5/19,曇後大雨,8,1
1997/5/20,晴,8,1
1997/5/21,晴後曇,8,1
1997/5/22,雨時々曇,8,1
1997/5/23,雨,8,1
1997/5/24,晴,8,1
1997/5/25,晴後一時曇,8,1
1997/5/26,晴時々曇,8,1
1997/5/27,晴一時曇,8,1
1997/5/28,雨,8,1
1997/5/29,曇時々雨一時晴,8,1
1997/5/30,晴,8,1
1997/5/31,晴,8,1
1997/6/1,晴,8,1
1997/6/2,曇後雨,8,1
1997/6/3,雨時々曇,8,1
1997/6/4,大雨時々曇,8,1
1997/6/5,雨後曇,8,1
1997/6/6,曇時々晴,8,1
1997/6/7,曇一時晴,8,1
1997/6/8,曇,8,1
1997/6/9,曇後晴,8,1
1997/6/10,曇,8,1
1997/6/11,曇時々晴,8,1
1997/6/12,曇,8,1
1997/6/13,曇一時雨,8,1
1997/6/14,大雨,8,1
1997/6/15,曇,8,1
1997/6/16,曇時々晴,8,1
1997/6/17,晴,8,1
1997/6/18,晴,8,1
1997/6/19,晴一時曇,8,1
1997/6/20,晴,8,1
1997/6/21,晴,8,1
1997/6/22,晴後曇,8,1
1997/6/23,曇一時晴,8,1
1997/6/24,晴,8,1
1997/6/25,曇一時晴,8,1
1997/6/26,曇時々雨一時晴,8,1
1997/6/27,暴風雨,8,1
1997/6/28,晴後時々曇,8,1
1997/6/29,晴時々雨,8,1
1997/6/30,曇,8,1
1997/7/1,曇一時晴,8,1
1997/7/2,曇一時晴,8,1
1997/7/3,晴時々曇,8,1
1997/7/4,晴,8,1
1997/7/5,雨時々曇,8,1
1997/7/6,曇,8,1
1997/7/7,曇,8,1
1997/7/8,曇,8,1
1997/7/9,曇,8,1
1997/7/10,曇,8,1
1997/7/11,晴,8,1
1997/7/12,晴,8,1
1997/7/13,晴,8,1
1997/7/14,晴,8,1
1997/7/15,晴時々曇一時雨,8,1
1997/7/16,晴時々曇,8,1
1997/7/17,曇一時晴,8,1
1997/7/18,晴時々曇,8,1
1997/7/19,薄曇一時雨、雷を伴う,8,1
1997/7/20,曇時々雨後晴,8,1
1997/7/21,晴,8,1
1997/7/22,晴一時曇,8,1
1997/7/23,晴,8,1
1997/7/24,曇時々雨一時晴,8,1
1997/7/25,晴時々曇一時雨,8,1
1997/7/26,晴,8,1
1997/7/27,晴,8,1
1997/7/28,晴,8,1
1997/7/29,晴,8,1
1997/7/30,晴,8,1
1997/7/31,晴一時曇,8,1
1997/8/1,曇時々雨一時晴、雷を伴う,8,1
1997/8/2,曇,8,1
1997/8/3,曇時々雨,8,1
1997/8/4,曇一時晴,8,1
1997/8/5,晴,8,1
1997/8/6,曇時々雨、大風を伴う,8,1
1997/8/7,暴風雨、雷を伴う,8,1
1997/8/8,曇,8,1
1997/8/9,曇,8,1
1997/8/10,曇一時晴,8,1
1997/8/11,晴後曇,8,1
1997/8/12,曇,8,1
1997/8/13,曇時々晴,8,1
1997/8/14,晴,8,1
1997/8/15,晴後曇一時雨,8,1
1997/8/16,雨、大風を伴う,8,1
1997/8/17,暴風雨,8,1
1997/8/18,雨後一時曇、大風を伴う,8,1
1997/8/19,曇,8,1
1997/8/20,曇時々晴一時雨,8,1
1997/8/21,晴,8,1
1997/8/22,曇時々晴,8,1
1997/8/23,晴一時曇,8,1
1997/8/24,晴後一時曇,8,1
1997/8/25,晴一時曇,8,1
1997/8/26,晴時々曇,8,1
1997/8/27,晴時々曇,8,1
1997/8/28,薄曇時々晴,8,1
1997/8/29,曇,8,1
1997/8/30,曇時々晴,8,1
1997/8/31,晴,8,1
1997/9/1,晴,8,1
1997/9/2,晴,8,1
1997/9/3,晴後一時曇,8,1
1997/9/4,晴,8,1
1997/9/5,晴一時雨後曇,8,1
1997/9/6,曇一時雨,8,1
1997/9/7,曇一時雨,8,1
1997/9/8,曇一時晴,8,1
1997/9/9,薄曇時々晴,8,1
1997/9/10,晴時々薄曇,8,1
1997/9/11,晴時々曇,8,1
1997/9/12,晴一時曇,8,1
1997/9/13,晴後曇時々雨,8,1
1997/9/14,曇一時雨,8,1
1997/9/15,曇一時雨,8,1
1997/9/16,曇時々晴一時雨,8,1
1997/9/17,晴時々曇,8,1
1997/9/18,晴,8,1
1997/9/19,晴,8,1
1997/9/20,晴後一時薄曇,8,1
1997/9/21,晴,8,1
1997/9/22,曇一時晴,8,1
1997/9/23,晴後薄曇,8,1
1997/9/24,晴時々薄曇,8,1
1997/9/25,曇一時晴,8,1
1997/9/26,晴,8,1
1997/9/27,曇後雨,8,1
1997/9/28,曇一時雨,8,1
1997/9/29,曇一時雨,8,1
1997/9/30,曇,8,1
1997/10/1,曇時々雨,8,1
1997/10/2,晴時々曇,8,1
1997/10/3,晴,8,1
1997/10/4,晴,8,1
1997/10/5,曇時々晴,8,1
1997/10/6,晴,8,1
1997/10/7,晴,8,1
1997/10/8,晴一時曇,8,1
1997/10/9,晴,8,1
1997/10/10,曇時々雨,8,1
1997/10/11,雨後曇,8,1
1997/10/12,晴,8,1
1997/10/13,晴,8,1
1997/10/14,曇時々晴後雨,8,1
1997/10/15,曇時々雨後晴,8,1
1997/10/16,晴,8,1
1997/10/17,晴,8,1
1997/10/18,薄曇一時晴,8,1
1997/10/19,曇時々晴,8,1
1997/10/20,晴一時曇,8,1
1997/10/21,曇時々晴,8,1
1997/10/22,曇,8,1
1997/10/23,曇一時雨,8,1
1997/10/24,晴,8,1
1997/10/25,晴,8,1
1997/10/26,晴,8,1
1997/10/27,曇,8,1
1997/10/28,曇時々雨一時晴,8,1
1997/10/29,曇時々雨,8,1
1997/10/30,雨,8,1
1997/10/31,曇,8,1
1997/11/1,晴後一時曇,8,1
1997/11/2,晴一時曇,8,1
1997/11/3,晴,8,1
1997/11/4,晴後一時曇,8,1
1997/11/5,晴時々曇一時雨,8,1
1997/11/6,晴後一時曇,8,1
1997/11/7,晴,8,1
1997/11/8,晴後曇,8,1
1997/11/9,薄曇一時晴,8,1
1997/11/10,晴時々曇一時雨,8,1
1997/11/11,曇時々雨,8,1
1997/11/12,晴時々曇,8,1
1997/11/13,快晴,8,1
1997/11/14,晴,8,1
1997/11/15,晴時々薄曇,8,1
1997/11/16,晴時々曇,8,1
1997/11/17,曇時々雨,8,1
1997/11/18,曇一時晴,8,1
1997/11/19,曇時々晴,8,1
1997/11/20,晴,8,1
1997/11/21,曇,8,1
1997/11/22,曇時々雨,8,1
1997/11/23,晴一時曇,8,1
1997/11/24,曇一時雨,8,1
1997/11/25,曇時々雨,8,1
1997/11/26,曇時々雨、雷を伴う,8,1
1997/11/27,曇一時晴,8,1
1997/11/28,曇一時雨,8,1
1997/11/29,曇時々雨一時晴,8,1
1997/11/30,雨時々曇後晴,8,1
1997/12/1,雨一時曇,8,1
1997/12/2,雨時々曇,8,1
1997/12/3,曇一時晴,8,1
1997/12/4,曇,8,1
1997/12/5,曇,8,1
1997/12/6,晴,8,1
1997/12/7,曇後雨,8,1
1997/12/8,曇時々雨,8,1
1997/12/9,曇時々雨一時晴,8,1
1997/12/10,曇,8,1
1997/12/11,曇後時々雨,8,1
1997/12/12,曇,8,1
1997/12/13,曇一時雨,8,1
1997/12/14,晴,8,1
1997/12/15,晴一時薄曇,8,1
1997/12/16,晴後一時曇,8,1
1997/12/17,曇時々雨,8,1
1997/12/18,晴,8,1
1997/12/19,晴,8,1
1997/12/20,晴時々曇,8,1
1997/12/21,晴時々曇,8,1
1997/12/22,曇時々雨,8,1
1997/12/23,晴後曇時々雨,8,1
1997/12/24,晴後時々曇,8,1
1997/12/25,晴一時曇,8,1
1997/12/26,晴,8,1
1997/12/27,晴,8,1
1997/12/28,晴,8,1
1997/12/29,晴後時々曇,8,1
1997/12/30,曇一時雨,8,1
1997/12/31,快晴,8,1
1998/1/1,曇時々雨,8,1
1998/1/2,曇一時雨,8,1
1998/1/3,曇後一時晴,8,1
1998/1/4,曇一時雨,8,1
1998/1/5,曇一時雨,8,1
1998/1/6,曇一時晴,8,1
1998/1/7,曇時々晴,8,1
1998/1/8,曇時々雨一時晴,8,1
1998/1/9,曇時々晴,8,1
1998/1/10,曇時々晴一時雨,8,1
1998/1/11,晴時々曇一時雨,8,1
1998/1/12,曇一時晴,8,1
1998/1/13,晴時々曇,8,1
1998/1/14,雨時々曇,8,1
1998/1/15,雨時々曇,8,1
1998/1/16,曇一時晴,8,1
1998/1/17,曇時々雨,8,1
1998/1/18,曇時々晴,8,1
1998/1/19,曇一時雨,8,1
1998/1/20,曇,8,1
1998/1/21,曇一時雨,8,1
1998/1/22,曇時々晴一時雨,8,1
1998/1/23,雨,8,1
1998/1/24,雨時々曇,8,1
1998/1/25,晴時々曇一時雨,8,1
1998/1/26,晴,8,1
1998/1/27,曇,8,1
1998/1/28,雨時々曇,8,1
1998/1/29,曇一時晴,8,1
1998/1/30,晴一時曇,8,1
1998/1/31,曇一時雨,8,1
1998/2/1,曇時々雨一時晴,8,1
1998/2/2,晴後薄曇,8,1
1998/2/3,曇時々雨一時晴,8,1
1998/2/4,雨時々曇,8,1
1998/2/5,曇時々雨,8,1
1998/2/6,曇,8,1
1998/2/7,雨時々曇,8,1
1998/2/8,晴,8,1
1998/2/9,晴,8,1
1998/2/10,曇一時雨,8,1
1998/2/11,曇,8,1
1998/2/12,曇,8,1
1998/2/13,曇一時雨,8,1
1998/2/14,曇時々雨,8,1
1998/2/15,薄曇一時晴,8,1
1998/2/16,晴後曇,8,1
1998/2/17,曇一時雨,8,1
1998/2/18,大雨、雷を伴う,8,1
1998/2/19,曇後大雨、雷を伴う,8,1
1998/2/20,曇時々晴一時雨,8,1
1998/2/21,曇時々雨,8,1
1998/2/22,曇後一時晴,8,1
1998/2/23,曇一時晴,8,1
1998/2/24,雨一時曇,8,1
1998/2/25,曇一時晴,8,1
1998/2/26,曇一時雨,8,1
1998/2/27,曇一時雨,8,1
1998/2/28,曇時々雨,8,1
1998/3/1,晴,8,1
1998/3/2,晴,8,1
1998/3/3,曇時々晴,8,1
1998/3/4,曇,8,1
1998/3/5,晴一時曇,8,1
1998/3/6,晴時々曇,8,1
1998/3/7,晴一時曇,8,1
1998/3/8,曇一時雨,8,1
1998/3/9,晴時々曇,8,1
1998/3/10,曇時々雨,8,1
1998/3/11,雨時々曇,8,1
1998/3/12,雨一時曇,8,1
1998/3/13,曇一時雨後晴,8,1
1998/3/14,晴時々曇,8,1
1998/3/15,晴,8,1
1998/3/16,曇時々雨,8,1
1998/3/17,曇時々雨一時晴,8,1
1998/3/18,晴一時曇,8,1
1998/3/19,曇一時晴,8,1
1998/3/20,曇時々雨,8,1
1998/3/21,曇時々雨,8,1
1998/3/22,曇時々雨,8,1
1998/3/23,曇,8,1
1998/3/24,曇一時雨,8,1
1998/3/25,晴一時薄曇,8,1
1998/3/26,晴,8,1
1998/3/27,晴一時薄曇,8,1
1998/3/28,晴後時々曇,8,1
1998/3/29,曇一時雨,8,1
1998/3/30,晴,8,1
1998/3/31,晴,8,1
1998/4/1,薄曇時々晴,8,1
1998/4/2,曇時々雨,8,1
1998/4/3,薄曇時々晴,8,1
1998/4/4,晴時々曇,8,1
1998/4/5,曇,8,1
1998/4/6,曇時々雨,8,1
1998/4/7,曇後晴,8,1
1998/4/8,曇一時晴,8,1
1998/4/9,曇一時晴,8,1
1998/4/10,曇時々雨一時晴,8,1
1998/4/11,曇後一時雨,8,1
1998/4/12,曇時々晴,8,1
1998/4/13,大雨、雷を伴う,8,1
1998/4/14,曇時々雨、雷を伴う,8,1
1998/4/15,曇一時雨,8,1
1998/4/16,曇一時晴,8,1
1998/4/17,晴,8,1
1998/4/18,晴,8,1
1998/4/19,晴,8,1
1998/4/20,曇時々雨,8,1
1998/4/21,雨時々曇,8,1
1998/4/22,曇一時晴,8,1
1998/4/23,曇後晴,8,1
1998/4/24,晴,8,1
1998/4/25,雨時々曇,8,1
1998/4/26,曇後一時雨,8,1
1998/4/27,曇時々雨,8,1
1998/4/28,雨,8,1
1998/4/29,曇一時雨,8,1
1998/4/30,曇一時雨,8,1
1998/5/1,曇一時晴,8,1
1998/5/2,晴時々曇,8,1
1998/5/3,晴後曇一時雨,8,1
1998/5/4,曇一時雨,8,1
1998/5/5,曇,8,1
1998/5/6,曇時々雨,8,1
1998/5/7,曇時々晴,8,1
1998/5/8,晴後薄曇,8,1
1998/5/9,晴一時曇,8,1
1998/5/10,晴,8,1
1998/5/11,晴,8,1
1998/5/12,晴,8,1
1998/5/13,曇時々雨,8,1
1998/5/14,薄曇一時晴,8,1
1998/5/15,雨時々曇,8,1
1998/5/16,曇一時雨,8,1
1998/5/17,曇時々晴一時雨,8,1
1998/5/18,大雨時々曇,8,1
1998/5/19,曇,8,1
1998/5/20,曇,8,1
1998/5/21,晴,8,1
1998/5/22,晴,8,1
1998/5/23,晴,8,1
1998/5/24,曇時々晴一時雨,8,1
1998/5/25,曇一時晴,8,1
